,CustomerID,Age,Annual Income ($),Spending Score (1-100),Work Experience,Family Size
Cluster 0,1301.3128000000002,53.44160000000001,130105.36879999998,51.4768,4.708800000000001,4.352
Cluster 1,499.1453333333337,41.49066666666668,78442.576,50.105333333333334,3.0920000000000005,2.7959999999999994
